5.903245672,1.786106389,8.558608424
1.341577291,0.995813054,4.586784189
0.140183515,0.860762441,4.722739371
3.799172892,1.789909492,6.636823831
6.988995644,0.02427089,17.07349549
9.814413053,0.246715563,16.99120373
9.158759506,0.096787662,17.03547037
2.873873082,1.863274063,3.730453257
7.768048223,0.704998795,13.16475118
0.557638248,1.533844346,0.049031504
7.766109135,1.125842972,14.9899483
8.092503101,1.706130289,12.42096532
4.993086323,0.185231698,9.667983742
6.764047751,1.641114511,9.529029454
6.170664886,1.593729876,11.49913846
3.986092673,0.150864344,7.999423187
5.794584096,1.677399433,9.203237282
8.142008061,1.118169167,12.76342932
6.111888983,1.331145264,9.741689938
4.423662267,0.440682663,9.689821921
4.418510742,0.793441593,8.90732976
1.283455305,0.003290943,5.588546105
8.58470886,0.944251232,14.29679253
1.148780649,0.771892288,2.327560473
6.51591432,0.770520904,13.06412867
7.896307147,0.147138426,18.72935514
8.993719423,1.774977104,13.31401012
0.231620155,0.808461506,4.17130485
7.861369349,0.898717427,13.5674695
4.817196242,0.91475879,9.738890233
6.558720459,0.849854151,10.55174665
1.30201546,0.442184207,6.075918285
3.752386702,1.737960068,5.441061098
1.619508904,0.85722103,6.015741883
8.710052025,0.452748757,16.72719963
9.689879995,0.456491703,17.95225159
8.613554854,1.663734114,13.37030581
2.159545337,0.00768693,7.755121324
8.034105792,1.424072354,11.52649495
0.80766129,0.468625693,3.821282188
5.365783978,0.676395479,12.3944764
0.77039191,1.849358056,1.424639434
1.984614295,0.515102546,6.289652697
2.338675326,0.075084056,6.737620798
1.420698802,1.026648762,6.516568819
3.8376406,1.285634825,8.333233749
9.653498172,1.670513194,15.01515894
6.537636057,0.23564421,11.34619081
3.352603058,1.046646913,6.776119461
8.826623131,0.013812069,18.26749731
5.406945731,1.338994551,9.638950609
1.139284188,1.406318672,4.189821478
4.820181989,0.587197127,12.07487554
4.521927476,1.56793869,8.014285455
5.458382219,0.662400417,11.3140123
7.206987847,0.08698442,14.78305063
0.997387694,1.826154544,2.365495074
0.565649549,0.753116356,3.798771316
2.260748706,0.442431219,8.110728282
7.65596319,0.447748702,16.72149192
6.12138616,0.476651539,14.09162906
1.752290544,0.152967203,8.10080442
0.926635618,1.768316421,1.844910794
9.224927677,0.961280993,14.57916893
5.718856039,1.904242734,8.791961541
0.065509272,0.476609911,1.607842496
4.873556668,1.267130677,9.000470267
2.147225822,1.201954993,2.64638544
2.330137174,0.713545718,8.498940634
5.298832986,0.146757154,12.86425192
2.964599796,1.563197967,3.192663641
2.059952653,0.733068699,5.107655523
1.040388903,1.039097284,5.427056368
6.39117266,0.826152976,13.92199248
3.56289792,0.423507039,6.492050208
0.820149388,1.956388515,1.274756126
3.604915287,1.94686886,4.609818584
4.971721635,0.296052305,10.14523277
9.836304757,0.982504051,17.84872338
7.485569825,0.918545682,13.19202517
9.615561476,0.634837038,14.87201161
6.79139847,1.856633001,10.17917316
3.217864521,1.484900848,4.265598993
4.784781859,1.126895777,10.48517937
7.254175727,0.132804272,15.53234739
8.444865875,1.24781343,11.99453733
7.473440023,0.494539695,14.05420198
4.600022652,0.881481722,11.16183909
8.336903642,1.683245242,12.87772239
1.898528696,0.430278441,5.189571363
0.808946131,1.495589835,0.31738326
3.972627679,0.553045336,9.354912525
2.818717648,1.493954283,4.987528835
3.363064849,0.94184537,6.630182057
3.776936374,1.237973028,7.703245389
4.84727497,1.430806062,9.596868876
0.057924006,1.409093024,1.17647932
4.222673545,0.326655775,9.07146145
3.78402834,0.610992293,9.835778837
6.295929215,1.236537089,11.1528972
